Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180910_19,11.3,80.0,5.7,14.241,97.529,3.389
20180910_20,11.9,83.0,1.8,14.221,96.079,3.38
20180910_21,11.5,95.0,2.6,14.624,94.345,4.051
20180910_22,11.8,97.0,1.7,15.03,92.468,3.367
20180910_23,12.1,97.0,3.6,16.148,87.237,4.659
20180910_24,12.8,97.0,1.9,17.449,80.675,5.242
20180910_25,13.5,95.0,2.2,18.208,74.449,5.649
20180910_26,13.6,91.0,1.4,18.816,69.838,6.304
20180910_27,13.7,91.0,1.8,19.644,64.308,7.325
20180910_28,13.4,91.0,3.3,19.793,63.086,6.896
20180910_29,13.6,89.0,3.6,20.117,60.364,6.165
20180910_30,13.4,89.0,3.2,18.034,76.987,3.311
20180910_31,12.9,94.0,3.0,15.746,92.366,4.857
20180910_32,12.1,95.0,3.6,14.455,96.145,2.534
20180910_33,11.7,94.0,2.3,14.075,95.725,2.081
20180910_34,11.7,92.0,3.8,15.152,88.923,3.763
20180910_35,12.2,94.0,1.9,15.154,91.174,3.743
20180910_36,12.4,95.0,2.6,14.464,94.308,1.36
20180911_00,12.8,97.0,1.9,22.38,65.481,4.447
20180911_01,13.5,95.0,2.2,18.624,69.408,4.964
20180911_02,13.6,91.0,1.4,18.497,71.092,5.329
20180911_03,13.7,91.0,1.8,19.488,68.625,6.529
20180911_04,13.4,91.0,3.3,19.704,65.018,6.271
20180911_05,13.6,89.0,3.6,20.147,59.328,5.744
20180911_06,13.4,89.0,3.2,19.267,62.882,4.251
20180911_07,12.9,94.0,3.0,17.802,75.792,1.392
20180911_08,12.1,95.0,3.6,14.328,88.555,6.813
20180911_09,11.7,94.0,2.3,13.822,89.018,1.467
20180911_10,11.7,92.0,3.8,13.506,88.067,1.882
20180911_11,12.2,94.0,1.9,12.372,88.343,1.684
20180911_12,12.4,95.0,2.6,12.598,86.428,1.324
20180911_13,12.1,97.0,3.1,12.703,86.832,1.06
20180911_14,11.9,97.0,3.3,13.61,89.259,0.607
20180911_15,11.9,97.0,1.8,13.587,90.521,0.354
20180911_16,11.7,97.0,1.7,13.228,89.629,1.256
20180911_17,11.2,97.0,1.1,13.309,89.501,1.003
20180911_18,11.2,98.0,1.0,13.036,88.847,1.152
20180911_19,11.3,98.0,2.5,12.187,88.252,0.493
20180911_20,10.5,98.0,3.2,14.845,89.252,0.677
20180911_21,11.8,85.0,1.2,16.844,78.637,0.872
20180911_22,13.5,88.0,1.5,18.093,73.52,2.28
20180911_23,15.1,85.0,1.3,19.364,66.37,3.063
20180911_24,15.5,80.0,1.3,21.235,57.214,4.027
20180911_25,16.8,83.0,1.1,22.029,54.501,4.433
20180911_26,17.2,81.0,2.3,22.315,54.061,4.89
20180911_27,17.8,78.0,2.9,22.178,58.413,5.504
20180911_28,17.2,81.0,1.7,22.398,56.717,5.597
20180911_29,16.1,82.0,3.7,22.117,55.412,5.32
20180911_30,15.0,89.0,2.2,20.084,70.081,2.58
20180911_31,14.4,92.0,3.4,16.457,86.484,6.036
20180911_32,14.0,94.0,2.6,14.518,87.538,0.976
20180911_33,13.7,95.0,3.5,15.485,76.087,1.321
20180911_34,13.6,96.0,4.7,15.592,76.716,1.059
20180911_35,13.4,96.0,3.7,15.295,78.93,0.823
20180911_36,13.5,96.0,4.1,15.016,79.723,1.109
20180912_00,15.5,80.0,1.3,23.43,63.442,1.774
20180912_01,16.8,83.0,1.1,20.875,61.867,3.181
20180912_02,17.2,81.0,2.3,22.263,57.92,3.325
20180912_03,17.8,78.0,2.9,22.928,55.898,3.686
20180912_04,17.2,81.0,1.7,22.216,62.669,5.216
20180912_05,16.1,82.0,3.7,21.921,63.81,4.902
20180912_06,15.0,89.0,2.2,21.27,64.945,5.167
20180912_07,14.4,92.0,3.4,19.338,75.174,2.966
20180912_08,14.0,94.0,2.6,15.588,90.392,1.091
20180912_09,13.7,95.0,3.5,15.942,86.089,1.279
20180912_10,13.6,96.0,4.7,16.325,85.666,1.557
20180912_11,13.4,96.0,3.7,17.056,84.076,2.463
20180912_12,13.5,96.0,4.1,17.612,80.145,2.515
20180912_13,13.4,96.0,2.7,16.371,83.843,1.424
20180912_14,13.5,97.0,2.1,16.321,84.401,1.006
20180912_15,13.5,97.0,1.8,16.217,83.846,0.952
20180912_16,13.5,97.0,1.9,16.129,83.728,0.59
20180912_17,13.5,97.0,1.1,14.473,83.559,0.763
20180912_18,13.5,97.0,0.9,14.147,84.176,0.94
20180912_19,13.6,96.0,1.2,13.909,84.64,1.131
20180912_20,13.9,97.0,1.3,17.26,84.765,0.5
20180912_21,16.2,93.0,1.8,19.022,75.284,1.0
20180912_22,17.8,81.0,2.8,20.472,68.599,1.671
20180912_23,17.7,80.0,0.6,21.67,63.859,2.357
20180912_24,19.3,79.0,1.6,23.063,59.104,3.372
20180912_25,19.6,72.0,1.1,23.677,56.426,3.848
20180912_26,18.4,81.0,1.0,24.152,55.62,4.344
20180912_27,19.4,80.0,1.4,24.168,56.898,4.388
20180912_28,19.4,77.0,1.0,23.923,58.863,4.459
20180912_29,18.0,83.0,1.9,23.854,55.521,4.369
20180912_30,16.3,93.0,2.2,23.419,56.741,4.628
20180912_31,15.5,94.0,1.8,19.843,73.659,1.861
20180912_32,15.2,95.0,2.2,18.591,75.926,0.883
20180912_33,15.1,95.0,2.2,18.738,76.959,1.246
20180912_34,15.0,96.0,2.1,18.345,79.578,1.22
20180912_35,14.6,97.0,2.8,18.043,79.927,1.207
20180912_36,14.4,97.0,3.3,17.528,81.592,1.344
20180913_00,19.3,79.0,1.6,25.198,60.804,1.345
20180913_01,19.6,72.0,1.1,22.002,62.352,2.629
20180913_02,18.4,81.0,1.0,23.296,56.82,2.405
20180913_03,19.4,80.0,1.4,23.722,58.798,3.895
20180913_04,19.4,77.0,1.0,22.939,63.937,4.483
20180913_05,18.0,83.0,1.9,22.085,68.319,3.942
20180913_06,16.3,93.0,2.2,21.179,72.152,3.523
20180913_07,15.5,94.0,1.8,18.954,83.889,1.512
20180913_08,15.2,95.0,2.2,18.179,85.8,0.689
20180913_09,15.1,95.0,2.2,18.231,85.046,0.869
20180913_10,15.0,96.0,2.1,18.366,84.878,1.064
20180913_11,14.6,97.0,2.8,18.353,85.493,1.455
20180913_12,14.4,97.0,3.3,18.159,86.252,1.071
20180913_13,14.2,97.0,2.7,18.27,85.597,0.615
20180913_14,14.4,97.0,2.0,17.965,86.818,0.468
20180913_15,14.7,97.0,2.5,17.217,88.655,1.184
20180913_16,14.6,97.0,0.5,17.02,88.672,1.212
20180913_17,14.2,97.0,1.6,16.53,89.396,0.896
20180913_18,14.6,98.0,1.9,16.466,90.14,0.873
20180913_19,14.6,98.0,2.0,17.213,88.055,0.902
20180913_20,14.5,98.0,1.9,17.699,86.596,0.892
20180913_21,15.1,98.0,0.6,17.519,92.928,2.373
20180913_22,15.1,98.0,0.6,17.536,94.059,2.135
20180913_23,15.6,98.0,1.0,19.306,84.371,1.697
20180913_24,,,1.0,20.559,76.856,2.643
20180913_25,17.0,88.0,2.3,22.744,63.32,4.178
20180913_26,18.9,76.0,3.8,21.592,65.468,4.225
20180913_27,19.3,76.0,1.1,23.069,62.411,6.038
20180913_28,18.8,76.0,2.3,22.713,60.902,5.506
20180913_29,19.0,80.0,1.7,22.216,64.9,5.792
20180913_30,17.7,85.0,1.5,21.168,67.988,3.508
20180913_31,16.0,92.0,3.6,18.585,82.965,1.853
20180913_32,15.4,96.0,4.1,16.895,86.245,1.597
20180913_33,15.6,92.0,4.7,16.561,86.12,0.886
20180913_34,15.8,92.0,4.4,16.354,86.927,0.888
20180913_35,14.9,88.0,7.2,16.541,87.324,0.935
20180913_36,14.5,78.0,8.5,16.665,87.006,0.979
20180914_00,,,1.0,25.324,64.062,2.438
20180914_01,17.0,88.0,2.3,22.236,63.467,3.127
20180914_02,18.9,76.0,3.8,22.45,60.309,4.077
20180914_03,19.3,76.0,1.1,23.374,55.162,4.067
20180914_04,18.8,76.0,2.3,24.331,47.499,4.58
20180914_05,19.0,80.0,1.7,24.192,49.43,4.811
20180914_06,17.7,85.0,1.5,23.064,57.403,4.628
20180914_07,16.0,92.0,3.6,19.537,77.066,2.213
20180914_08,15.4,96.0,4.1,17.025,85.265,1.005
20180914_09,15.6,92.0,4.7,16.884,83.654,0.92
20180914_10,15.8,92.0,4.4,16.756,82.2,0.931
20180914_11,14.9,88.0,7.2,16.528,82.82,0.637
20180914_12,14.5,78.0,8.5,18.291,68.178,6.421
20180914_13,13.9,74.0,7.6,18.28,57.7,6.671
20180914_14,12.8,72.0,8.9,18.25,56.067,6.116
20180914_15,10.6,71.0,8.6,17.853,55.844,6.673
20180914_16,10.2,70.0,11.5,16.824,55.864,8.154
20180914_17,9.8,70.0,9.1,15.808,52.734,7.444
20180914_18,9.5,69.0,11.6,15.134,53.269,7.618
20180914_19,9.4,66.0,8.8,14.553,53.438,7.958
20180914_20,9.2,69.0,4.8,14.117,54.824,7.76
20180914_21,9.4,68.0,8.9,13.609,53.754,7.408
20180914_22,9.6,66.0,6.1,14.837,45.783,6.992
20180914_23,10.4,65.0,5.0,14.879,42.495,5.808
20180914_24,10.8,59.0,5.4,14.843,41.464,5.725
20180914_25,12.2,53.0,7.0,16.594,34.202,4.342
20180914_26,14.5,47.0,3.7,18.011,28.867,4.045
20180914_27,15.3,41.0,5.6,18.566,26.941,3.61
20180914_28,15.8,39.0,5.4,18.885,22.969,3.682
20180914_29,15.9,40.0,5.3,19.118,22.062,3.434
20180914_30,15.6,42.0,3.4,18.553,26.36,2.9
20180914_31,12.4,50.0,4.2,13.284,42.551,3.151
20180914_32,11.7,50.0,4.4,11.312,39.486,3.214
20180914_33,11.1,55.0,4.1,10.329,43.817,3.102
20180914_34,10.8,52.0,5.2,11.777,35.827,4.653
20180914_35,10.1,55.0,5.2,12.192,32.433,5.735
20180914_36,9.7,53.0,6.4,11.861,31.706,5.966
20180915_00,10.8,59.0,5.4,21.372,45.136,4.369
20180915_01,12.2,53.0,7.0,18.812,36.702,4.968
20180915_02,14.5,47.0,3.7,19.88,33.955,5.543
20180915_03,15.3,41.0,5.6,20.387,31.619,5.651
20180915_04,15.8,39.0,5.4,20.679,31.108,5.554
20180915_05,15.9,40.0,5.3,20.312,32.621,5.083
20180915_06,15.6,42.0,3.4,19.343,36.327,4.995
20180915_07,12.4,50.0,4.2,16.613,42.531,4.624
20180915_08,11.7,50.0,4.4,14.014,49.005,3.624
20180915_09,11.1,55.0,4.1,14.166,45.031,4.724
20180915_10,10.8,52.0,5.2,14.765,40.348,5.682
20180915_11,10.1,55.0,5.2,14.361,38.862,5.946
20180915_12,9.7,53.0,6.4,14.008,36.335,6.084
20180915_13,9.5,53.0,8.3,13.201,35.849,5.894
20180915_14,9.3,54.0,8.9,13.366,33.748,5.736
20180915_15,8.6,55.0,8.1,12.769,33.406,4.892
20180915_16,8.0,54.0,5.4,12.36,33.195,5.114
20180915_17,7.8,50.0,5.8,11.848,32.9,5.376
20180915_18,7.2,50.0,6.8,11.991,31.174,5.392
20180915_19,7.2,46.0,7.3,11.169,32.389,4.35
20180915_20,7.2,45.0,6.2,11.39,34.357,4.713
20180915_21,7.9,42.0,6.5,13.256,31.73,5.104
20180915_22,9.6,40.0,3.4,15.521,26.34,3.985
20180915_23,12.2,38.0,2.4,17.254,21.195,2.891
20180915_24,14.4,34.0,2.0,18.331,19.769,2.698
20180915_25,16.1,31.0,2.5,19.342,19.255,2.769
20180915_26,16.4,21.0,2.1,20.256,18.943,3.567
20180915_27,17.5,28.0,2.2,20.703,19.416,3.941
20180915_28,17.0,34.0,5.1,20.837,21.755,3.573
20180915_29,17.1,35.0,6.3,20.8,23.327,2.482
20180915_30,16.2,38.0,5.3,20.184,26.957,1.628
20180915_31,14.4,44.0,4.7,14.232,41.516,0.428
20180915_32,12.2,43.0,4.4,11.72,43.8,1.381
20180915_33,12.5,38.0,5.0,12.345,37.977,2.878
20180915_34,12.9,33.0,4.3,13.328,34.063,3.896
20180915_35,12.6,32.0,4.2,13.401,32.786,4.316
20180915_36,12.2,33.0,4.1,12.772,31.782,4.28
20180916_00,14.4,34.0,2.0,22.31,33.339,2.149
20180916_01,16.1,31.0,2.5,19.109,19.71,1.872
20180916_02,16.4,21.0,2.1,20.467,17.823,2.889
20180916_03,17.5,28.0,2.2,21.203,18.533,2.555
20180916_04,17.0,34.0,5.1,21.667,19.815,3.311
20180916_05,17.1,35.0,6.3,21.542,22.524,3.233
20180916_06,16.2,38.0,5.3,20.855,25.145,3.117
20180916_07,14.4,44.0,4.7,15.191,37.484,2.737
20180916_08,12.2,43.0,4.4,15.064,33.376,3.987
20180916_09,12.5,38.0,5.0,13.371,36.196,3.732
20180916_10,12.9,33.0,4.3,13.224,33.524,3.754
20180916_11,12.6,32.0,4.2,14.251,29.433,4.534
20180916_12,12.2,33.0,4.1,13.686,29.421,4.373
20180916_13,12.4,29.0,4.3,12.166,31.309,3.863
20180916_14,12.0,30.0,4.6,12.27,29.849,4.146
20180916_15,10.7,37.0,6.6,12.046,29.438,4.332
20180916_16,10.8,33.0,4.3,12.599,27.759,3.968
20180916_17,10.4,33.0,6.0,12.976,27.154,3.525
20180916_18,10.5,32.0,5.4,10.557,32.334,3.379
20180916_19,10.5,31.0,5.3,11.245,31.592,3.018
20180916_20,10.7,33.0,3.6,12.712,37.052,2.547
20180916_21,13.8,35.0,2.3,16.47,27.217,1.88
20180916_22,14.4,34.0,0.6,18.106,23.912,0.607
20180916_23,15.6,45.0,1.2,19.295,22.298,0.877
20180916_24,16.7,39.0,1.7,20.051,22.222,2.481
20180916_25,16.1,43.0,1.9,20.417,21.646,2.473
20180916_26,16.0,36.0,2.5,20.982,20.701,1.994
20180916_27,16.2,24.0,1.1,21.579,19.98,2.404
20180916_28,15.7,38.0,2.2,21.642,21.645,2.928
20180916_29,14.4,31.0,4.1,20.46,26.068,3.843
20180916_30,13.5,39.0,4.2,18.56,34.703,2.5
20180916_31,13.4,32.0,3.4,16.028,37.832,0.952
20180916_32,13.1,41.0,3.3,15.908,34.449,0.76
20180916_33,13.0,41.0,5.0,15.859,32.551,0.859
20180916_34,13.0,42.0,4.4,14.496,34.95,0.88
20180916_35,13.2,38.0,4.2,12.398,39.547,1.675
20180916_36,12.6,42.0,3.7,12.145,42.304,1.384
20180917_00,16.7,39.0,1.7,23.801,34.621,0.506
20180917_01,16.1,43.0,1.9,19.992,27.095,3.164
20180917_02,16.0,36.0,2.5,20.361,25.485,2.954
20180917_03,16.2,24.0,1.1,20.813,24.314,2.101
20180917_04,15.7,38.0,2.2,21.241,25.26,2.046
20180917_05,14.4,31.0,4.1,21.125,28.463,2.204
20180917_06,13.5,39.0,4.2,18.664,39.874,2.514
20180917_07,13.4,32.0,3.4,16.228,44.868,0.93
20180917_08,13.1,41.0,3.3,16.086,42.075,0.945
20180917_09,13.0,41.0,5.0,15.947,41.673,1.378
20180917_10,13.0,42.0,4.4,16.261,40.775,1.463
20180917_11,13.2,38.0,4.2,15.939,41.145,0.972
20180917_12,12.6,42.0,3.7,13.16,46.754,1.234
20180917_13,12.3,42.0,4.0,13.465,44.654,1.146
20180917_14,11.7,44.0,2.2,12.24,51.471,1.022
20180917_15,12.0,41.0,3.2,11.952,59.162,1.033
20180917_16,11.6,43.0,4.9,11.598,61.48,1.616
20180917_17,11.8,44.0,5.9,12.072,55.921,2.942
20180917_18,12.0,41.0,5.7,11.536,57.34,2.766
20180917_19,11.9,43.0,3.6,11.03,56.355,2.663
20180917_20,12.4,43.0,4.6,14.185,51.811,2.524
20180917_21,12.7,45.0,4.6,17.16,41.785,1.85
20180917_22,13.2,44.0,3.7,18.127,42.608,1.582
20180917_23,14.1,42.0,3.7,19.541,39.874,1.451
20180917_24,17.1,43.0,2.8,20.845,36.237,2.141
20180917_25,18.4,52.0,1.6,21.881,33.0,2.032
20180917_26,17.9,47.0,1.0,22.082,33.605,2.268
20180917_27,15.9,53.0,0.9,22.264,34.761,2.239
20180917_28,15.3,42.0,3.4,23.143,30.96,2.496
20180917_29,15.4,47.0,3.9,21.489,41.252,3.791
20180917_30,14.6,54.0,4.2,19.6,51.628,2.642
20180917_31,14.0,57.0,4.8,17.076,57.95,0.88
20180917_32,13.4,59.0,4.1,16.887,56.248,0.701
20180917_33,14.3,47.0,2.2,14.418,65.452,0.768
20180917_34,14.4,47.0,1.2,14.042,67.919,0.728
20180917_35,14.2,49.0,2.2,13.447,70.088,0.921
20180917_36,13.3,53.0,0.9,13.222,70.685,0.741
20180918_00,17.1,43.0,2.8,25.29,38.368,0.887
20180918_01,18.4,52.0,1.6,21.519,31.086,2.703
20180918_02,17.9,47.0,1.0,21.739,31.417,2.745
20180918_03,15.9,53.0,0.9,22.075,30.819,2.654
20180918_04,15.3,42.0,3.4,22.619,29.156,2.409
20180918_05,15.4,47.0,3.9,22.508,31.442,3.108
20180918_06,14.6,54.0,4.2,19.975,49.174,3.538
20180918_07,14.0,57.0,4.8,15.685,67.455,1.267
20180918_08,13.4,59.0,4.1,15.567,63.918,1.116
20180918_09,14.3,47.0,2.2,15.068,66.239,0.932
20180918_10,14.4,47.0,1.2,15.024,70.511,1.067
20180918_11,14.2,49.0,2.2,15.099,71.394,0.895
20180918_12,13.3,53.0,0.9,15.189,70.346,0.774
20180918_13,13.0,49.0,2.0,15.376,68.327,0.68
20180918_14,14.1,41.0,1.9,15.61,65.623,1.28
20180918_15,13.3,44.0,3.6,15.347,64.105,1.13
20180918_16,13.3,49.0,4.3,14.581,64.523,1.203
20180918_17,13.6,50.0,5.6,14.893,61.345,2.105
20180918_18,13.4,48.0,3.5,14.244,62.23,2.737
20180918_19,13.1,50.0,2.4,13.972,61.169,2.858
20180918_20,12.9,53.0,2.1,16.136,55.624,2.927
20180918_21,14.6,47.0,2.4,18.734,46.594,2.464
20180918_22,15.4,46.0,2.3,20.301,40.898,0.834
20180918_23,15.9,48.0,1.3,21.763,36.916,0.942
20180918_24,17.6,41.0,1.0,23.079,32.312,1.526
20180918_25,18.5,51.0,1.4,24.112,29.168,1.699
20180918_26,18.8,46.0,3.1,24.694,27.952,2.159
20180918_27,18.6,49.0,2.6,24.819,29.048,2.679
20180918_28,17.9,51.0,0.9,24.415,32.931,3.172
20180918_29,16.4,52.0,2.3,23.282,41.523,3.806
20180918_30,15.9,62.0,2.4,21.578,52.352,3.768
20180918_31,14.9,53.0,1.3,18.47,64.073,1.57
20180918_32,14.8,59.0,1.1,18.063,63.372,0.803
20180918_33,14.1,55.0,0.8,17.736,63.625,0.752
20180918_34,12.4,64.0,1.7,17.492,63.48,0.814
20180918_35,13.1,73.0,1.3,17.229,64.176,0.768
20180918_36,13.3,71.0,2.1,16.92,64.437,0.921
20180919_00,17.6,41.0,1.0,24.205,45.895,0.719
20180919_01,18.5,51.0,1.4,21.205,38.407,0.789
20180919_02,18.8,46.0,3.1,22.139,36.328,1.291
20180919_03,18.6,49.0,2.6,22.638,35.381,1.75
20180919_04,17.9,51.0,0.9,22.848,35.26,2.096
20180919_05,16.4,52.0,2.3,22.519,36.871,1.973
20180919_06,15.9,62.0,2.4,20.586,51.601,4.123
20180919_07,14.9,53.0,1.3,17.213,69.203,0.947
20180919_08,14.8,59.0,1.1,15.948,73.745,0.621
20180919_09,14.1,55.0,0.8,14.676,76.722,0.742
20180919_10,12.4,64.0,1.7,15.339,69.813,0.719
20180919_11,13.1,73.0,1.3,14.32,73.337,0.63
20180919_12,13.3,71.0,2.1,13.969,74.291,0.562
20180919_13,13.2,71.0,,12.954,78.418,0.582
20180919_14,13.0,58.0,1.2,11.922,78.893,0.614
20180919_15,12.4,57.0,2.6,11.647,78.724,0.431
20180919_16,11.5,73.0,2.7,11.457,77.55,0.899
20180919_17,11.3,65.0,3.1,11.287,75.263,1.325
20180919_18,11.2,64.0,2.9,11.025,75.886,0.964
20180919_19,11.2,62.0,3.3,10.663,77.477,0.789
20180919_20,11.1,66.0,3.5,13.434,77.797,0.553
20180919_21,12.0,67.0,1.9,16.25,66.713,1.024
20180919_22,12.9,59.0,3.7,17.468,62.641,1.49
20180919_23,13.7,60.0,4.1,19.398,54.177,1.333
20180919_24,17.0,49.0,3.2,20.833,48.776,2.59
20180919_25,17.1,58.0,2.7,22.856,36.369,2.617
20180919_26,17.2,57.0,2.9,25.045,18.685,4.366
20180919_27,18.6,52.0,2.2,24.815,15.818,5.199
20180919_28,18.1,53.0,5.2,24.31,16.312,5.531
20180919_29,18.5,49.0,3.9,23.555,17.269,5.293
20180919_30,18.1,45.0,3.3,21.766,22.117,4.339
20180919_31,15.0,67.0,3.3,18.231,27.486,5.078
20180919_32,13.5,77.0,3.7,17.131,26.299,6.822
20180919_33,13.7,73.0,5.2,15.851,26.116,6.7
20180919_34,13.6,75.0,4.7,14.973,26.918,8.524
20180919_35,12.8,81.0,4.5,14.04,27.69,8.336
20180919_36,11.2,40.0,5.4,12.37,29.322,8.566
20180920_00,17.0,49.0,3.2,24.955,45.601,2.181
20180920_01,17.1,58.0,2.7,20.931,42.7,3.342
20180920_02,17.2,57.0,2.9,22.101,38.815,2.71
20180920_03,18.6,52.0,2.2,23.844,29.312,3.021
20180920_04,18.1,53.0,5.2,24.421,22.462,5.23
20180920_05,18.5,49.0,3.9,24.071,21.624,4.38
20180920_06,18.1,45.0,3.3,22.268,30.53,1.921
20180920_07,15.0,67.0,3.3,16.172,36.213,1.467
20180920_08,13.5,77.0,3.7,14.299,64.119,1.104
20180920_09,13.7,73.0,5.2,13.713,76.58,0.981
20180920_10,13.6,75.0,4.7,13.26,54.0,2.222
20180920_11,12.8,81.0,4.5,15.214,29.519,5.442
20180920_12,11.2,40.0,5.4,14.163,28.494,6.812
20180920_13,10.2,37.0,7.1,13.574,27.191,7.787
20180920_14,9.3,37.0,6.1,12.925,26.91,7.557
20180920_15,8.7,37.0,7.3,12.132,26.526,6.938
20180920_16,8.2,36.0,5.2,11.811,25.274,6.977
20180920_17,8.3,34.0,5.9,11.303,24.39,6.213
20180920_18,7.8,38.0,5.0,6.255,35.497,1.622
20180920_19,6.6,43.0,3.4,5.816,34.769,2.112
20180920_20,7.7,38.0,3.6,9.871,30.725,4.623
20180920_21,8.6,38.0,4.8,12.343,22.824,7.097
20180920_22,10.2,38.0,3.9,13.708,19.458,7.691
20180920_23,11.6,34.0,4.5,14.647,18.164,8.071
20180920_24,12.9,27.0,4.9,15.212,18.578,8.852
20180920_25,14.4,25.0,4.1,16.047,20.567,8.044
20180920_26,14.1,25.0,5.8,16.293,25.393,8.364
20180920_27,14.7,25.0,4.8,16.084,27.374,8.322
20180920_28,15.2,29.0,5.7,15.943,29.363,7.609
20180920_29,13.8,30.0,6.3,15.573,30.957,7.225
20180920_30,13.0,32.0,6.5,14.525,33.775,7.107
20180920_31,10.2,38.0,4.4,10.684,44.556,3.242
20180920_32,9.0,41.0,4.9,8.618,49.735,2.593
20180920_33,8.5,43.0,5.9,9.757,45.585,3.725
20180920_34,8.6,43.0,5.5,9.01,47.635,3.364
20180920_35,8.7,43.0,6.7,7.903,50.824,3.006
20180920_36,8.4,44.0,4.8,9.217,44.867,4.424
20180921_00,12.9,27.0,4.9,19.745,31.852,6.482
20180921_01,14.4,25.0,4.1,17.224,17.929,8.263
20180921_02,14.1,25.0,5.8,17.667,18.367,8.329
20180921_03,14.7,25.0,4.8,18.039,19.809,7.544
20180921_04,15.2,29.0,5.7,17.869,22.514,7.785
20180921_05,13.8,30.0,6.3,17.216,25.285,7.76
20180921_06,13.0,32.0,6.5,16.075,29.207,5.726
20180921_07,10.2,38.0,4.4,12.2,38.068,3.602
20180921_08,9.0,41.0,4.9,9.083,46.381,2.21
20180921_09,8.5,43.0,5.9,8.588,47.499,2.054
20180921_10,8.6,43.0,5.5,7.898,49.032,1.575
20180921_11,8.7,43.0,6.7,7.383,49.853,1.928
20180921_12,8.4,44.0,4.8,7.195,49.558,2.074
20180921_13,8.5,40.0,6.0,9.098,41.596,3.981
20180921_14,8.2,40.0,6.4,7.973,42.602,2.933
20180921_15,7.7,39.0,5.2,7.82,41.082,3.568
20180921_16,6.9,41.0,4.6,5.741,45.767,2.631
20180921_17,6.7,40.0,6.2,5.033,49.831,2.105
20180921_18,6.1,43.0,4.2,4.284,53.999,1.65
20180921_19,5.6,44.0,5.3,3.886,55.895,1.759
20180921_20,6.2,42.0,5.2,7.284,49.235,2.701
20180921_21,6.7,42.0,3.0,10.287,39.971,5.715
20180921_22,8.5,38.0,4.6,11.595,37.75,5.666
20180921_23,9.6,33.0,7.2,12.763,35.276,5.5
20180921_24,10.9,32.0,4.8,13.92,32.402,5.121
20180921_25,12.7,31.0,4.1,14.97,29.799,5.111
20180921_26,13.3,28.0,3.2,15.819,28.199,5.839
20180921_27,13.7,27.0,4.9,15.655,28.822,5.753
20180921_28,14.0,25.0,6.9,15.36,29.609,5.368
20180921_29,13.3,27.0,5.1,15.283,29.671,6.526
20180921_30,11.8,30.0,5.2,14.503,31.716,4.769
20180921_31,10.5,31.0,6.9,8.524,48.119,1.506
20180921_32,8.7,35.0,5.9,7.549,49.032,0.569
20180921_33,7.7,37.0,4.1,7.112,48.452,0.903
20180921_34,7.3,38.0,4.5,8.797,41.896,3.702
20180921_35,7.3,38.0,5.1,6.706,47.156,2.55
20180921_36,6.7,40.0,7.1,6.416,48.959,1.989
20180922_00,10.9,32.0,4.8,19.611,32.644,4.172
20180922_01,12.7,31.0,4.1,16.665,22.852,5.241
20180922_02,13.3,28.0,3.2,17.365,21.985,5.539
20180922_03,13.7,27.0,4.9,17.218,22.484,6.922
20180922_04,14.0,25.0,6.9,17.055,23.134,7.055
20180922_05,13.3,27.0,5.1,16.53,23.681,6.892
20180922_06,11.8,30.0,5.2,15.275,26.672,5.827
20180922_07,10.5,31.0,6.9,10.343,37.411,3.362
20180922_08,8.7,35.0,5.9,7.91,41.402,2.443
20180922_09,7.7,37.0,4.1,7.014,43.229,1.859
20180922_10,7.3,38.0,4.5,6.437,44.532,1.45
20180922_11,7.3,38.0,5.1,5.89,44.832,1.982
20180922_12,6.7,40.0,7.1,6.141,42.651,2.602
20180922_13,5.9,45.0,4.8,7.141,40.646,3.535
20180922_14,6.0,41.0,4.3,5.438,47.029,2.285
20180922_15,5.6,42.0,4.6,5.428,49.193,2.199
20180922_16,5.7,42.0,5.3,4.859,52.795,1.588
20180922_17,5.2,44.0,5.3,7.426,46.842,4.089
20180922_18,5.0,47.0,6.5,6.882,54.201,3.867
20180922_19,4.7,50.0,5.1,7.446,56.361,4.731
20180922_20,5.8,49.0,4.2,8.993,55.451,4.287
20180922_21,6.5,48.0,4.4,12.589,44.643,8.215
20180922_22,7.8,53.0,7.4,13.509,43.159,10.084
20180922_23,9.1,54.0,6.8,14.504,39.922,9.665
20180922_24,9.6,53.0,7.2,14.7,40.419,10.103
20180922_25,10.1,53.0,6.0,15.086,39.589,9.595
20180922_26,11.0,50.0,7.2,15.565,38.792,9.488
20180922_27,12.1,44.0,7.7,16.021,38.397,9.262
20180922_28,11.3,47.0,9.7,16.376,37.422,8.762
20180922_29,10.0,49.0,8.0,16.478,36.889,8.397
20180922_30,10.2,49.0,5.8,15.564,37.757,7.121
20180922_31,9.5,50.0,5.6,12.318,45.834,4.438
20180922_32,9.0,50.0,5.3,11.451,47.597,4.207
20180922_33,8.9,51.0,5.1,10.195,53.129,3.72
20180922_34,8.5,52.0,4.5,10.843,50.568,4.584
20180922_35,7.9,54.0,3.3,10.297,51.806,4.471
20180922_36,7.9,55.0,5.1,9.959,52.244,4.702
20180923_00,9.6,53.0,7.2,17.805,45.7,6.892
20180923_01,10.1,53.0,6.0,15.347,36.997,8.545
20180923_02,11.0,50.0,7.2,15.78,36.021,8.496
