Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180910_20,20.2,65.0,2.0,20.474,62.571,0.922
20180910_21,20.4,65.0,1.5,20.666,60.75,1.207
20180910_22,21.6,61.0,2.1,21.039,59.397,1.302
20180910_23,22.8,55.0,2.3,22.419,53.865,1.846
20180910_24,23.0,56.0,1.8,23.494,50.979,2.224
20180910_25,25.2,47.0,3.7,23.75,52.487,2.246
20180910_26,26.5,44.0,4.1,26.52,44.537,3.486
20180910_27,26.7,43.0,3.6,27.961,39.518,3.739
20180910_28,27.2,40.0,3.5,28.601,36.571,4.112
20180910_29,26.9,41.0,2.2,28.444,35.277,3.823
20180910_30,26.5,43.0,2.7,28.587,33.7,2.983
20180910_31,26.0,45.0,1.8,27.841,35.36,1.725
20180910_32,25.2,48.0,1.0,22.311,61.599,2.535
20180910_33,22.0,66.0,1.0,22.698,60.75,1.83
20180910_34,20.2,81.0,1.6,22.584,63.044,0.967
20180910_35,19.5,84.0,1.6,22.554,62.181,0.516
20180910_36,19.0,88.0,1.1,22.176,62.961,0.639
20180911_00,23.0,56.0,1.8,29.793,50.612,1.571
20180911_01,25.2,47.0,3.7,25.867,48.079,2.721
20180911_02,26.5,44.0,4.1,26.821,41.008,2.871
20180911_03,26.7,43.0,3.6,26.963,39.374,3.063
20180911_04,27.2,40.0,3.5,27.485,38.055,3.221
20180911_05,26.9,41.0,2.2,28.037,37.347,3.462
20180911_06,26.5,43.0,2.7,28.085,36.985,3.093
20180911_07,26.0,45.0,1.8,28.019,35.792,2.619
20180911_08,25.2,48.0,1.0,27.558,36.21,2.3
20180911_09,22.0,66.0,1.0,23.136,62.89,2.782
20180911_10,20.2,81.0,1.6,23.683,60.084,1.211
20180911_11,19.5,84.0,1.6,22.842,66.968,1.687
20180911_12,19.0,88.0,1.1,21.984,69.506,0.9
20180911_13,18.9,88.0,1.2,21.638,70.571,0.391
20180911_14,18.8,87.0,0.8,22.216,65.879,0.965
20180911_15,18.3,89.0,0.6,22.3,61.495,1.429
20180911_16,18.0,90.0,1.5,22.257,59.451,1.989
20180911_17,17.7,90.0,1.2,22.185,61.034,2.147
20180911_18,17.4,92.0,0.9,21.519,65.394,1.949
20180911_19,17.8,91.0,1.6,20.901,68.231,1.422
20180911_20,18.9,87.0,1.4,21.041,68.767,1.295
20180911_21,19.5,83.0,1.7,21.942,65.924,0.955
20180911_22,21.0,72.0,1.4,23.439,60.087,1.0
20180911_23,23.2,62.0,1.7,25.236,51.473,1.411
20180911_24,24.4,56.0,2.5,26.733,45.507,2.171
20180911_25,25.2,54.0,2.8,27.975,40.283,2.741
20180911_26,25.8,52.0,1.7,28.963,35.994,3.211
20180911_27,26.8,50.0,3.4,29.298,35.238,2.878
20180911_28,26.6,49.0,3.9,29.82,34.456,3.272
20180911_29,26.7,49.0,1.9,29.721,34.784,3.53
20180911_30,26.4,50.0,2.9,29.57,35.872,2.829
20180911_31,25.4,55.0,1.7,29.157,37.127,2.79
20180911_32,24.3,60.0,1.6,28.388,40.579,2.33
20180911_33,23.4,64.0,1.7,27.602,44.016,1.246
20180911_34,22.6,69.0,0.7,26.75,46.508,1.143
20180911_35,22.0,73.0,1.1,23.897,58.006,2.88
20180911_36,22.0,73.0,1.0,23.298,63.066,2.456
20180912_00,24.4,56.0,2.5,30.482,50.864,0.718
20180912_01,25.2,54.0,2.8,26.269,52.183,1.856
20180912_02,25.8,52.0,1.7,27.615,46.389,2.261
20180912_03,26.8,50.0,3.4,28.6,42.495,2.68
20180912_04,26.6,49.0,3.9,29.077,40.936,2.728
20180912_05,26.7,49.0,1.9,29.398,40.317,2.939
20180912_06,26.4,50.0,2.9,29.255,40.684,3.117
20180912_07,25.4,55.0,1.7,28.734,41.677,2.844
20180912_08,24.3,60.0,1.6,27.925,43.754,2.263
20180912_09,23.4,64.0,1.7,26.599,48.094,1.172
20180912_10,22.6,69.0,0.7,25.703,50.438,1.305
20180912_11,22.0,73.0,1.1,25.315,51.422,1.688
20180912_12,22.0,73.0,1.0,24.712,53.007,1.909
20180912_13,21.3,76.0,1.1,23.811,55.955,1.648
20180912_14,21.8,70.0,1.5,23.76,56.055,1.536
20180912_15,20.8,76.0,0.9,23.517,57.217,1.43
20180912_16,19.8,82.0,0.7,23.428,58.005,1.778
20180912_17,20.0,82.0,0.8,22.953,60.427,1.161
20180912_18,19.6,84.0,1.4,22.54,62.199,0.458
20180912_19,19.4,84.0,1.2,22.028,63.758,0.978
20180912_20,19.8,83.0,1.2,21.55,65.282,0.959
20180912_21,21.4,76.0,0.6,22.407,63.809,0.592
20180912_22,23.2,68.0,1.7,23.858,60.085,0.209
20180912_23,24.5,64.0,2.1,25.714,53.917,0.751
20180912_24,25.9,59.0,1.7,27.25,48.656,1.445
20180912_25,26.9,53.0,1.9,28.87,42.432,1.203
20180912_26,27.1,51.0,2.1,29.968,39.515,2.093
20180912_27,27.6,50.0,1.4,30.283,39.435,2.213
20180912_28,27.7,52.0,1.5,30.475,39.945,2.148
20180912_29,27.4,53.0,3.1,30.504,40.072,2.121
20180912_30,27.0,55.0,2.8,30.365,40.396,2.299
20180912_31,26.4,58.0,1.7,29.658,42.392,2.493
20180912_32,25.7,62.0,1.2,28.748,43.863,2.383
20180912_33,25.0,64.0,1.2,28.309,44.56,2.388
20180912_34,24.7,66.0,1.3,26.241,51.758,2.705
20180912_35,24.1,68.0,1.1,25.474,53.028,2.596
20180912_36,23.1,73.0,1.4,24.534,62.747,2.412
20180913_00,25.9,59.0,1.7,31.33,52.083,0.648
20180913_01,26.9,53.0,1.9,26.186,58.901,0.729
20180913_02,27.1,51.0,2.1,27.26,55.484,0.96
20180913_03,27.6,50.0,1.4,28.077,52.492,1.22
20180913_04,27.7,52.0,1.5,28.784,49.45,1.527
20180913_05,27.4,53.0,3.1,29.113,47.579,1.78
20180913_06,27.0,55.0,2.8,29.034,47.56,2.076
20180913_07,26.4,58.0,1.7,28.417,49.312,2.041
20180913_08,25.7,62.0,1.2,28.21,48.763,1.978
20180913_09,25.0,64.0,1.2,27.709,50.157,1.53
20180913_10,24.7,66.0,1.3,26.576,54.371,1.167
20180913_11,24.1,68.0,1.1,26.121,56.437,1.966
20180913_12,23.1,73.0,1.4,25.46,56.638,1.801
20180913_13,22.5,77.0,1.2,25.064,57.161,1.854
20180913_14,21.8,82.0,1.1,24.51,60.156,1.493
20180913_15,21.0,85.0,0.9,24.274,62.227,1.723
20180913_16,21.1,84.0,,23.881,64.307,1.264
20180913_17,21.0,86.0,0.5,23.558,63.968,0.761
20180913_18,21.1,86.0,0.9,23.338,64.518,0.199
20180913_19,21.3,85.0,1.0,23.083,66.149,0.847
20180913_20,21.4,84.0,0.7,22.731,71.805,1.345
20180913_21,22.1,81.0,,22.458,74.759,0.252
20180913_22,23.6,74.0,1.1,22.907,72.682,0.416
20180913_23,25.4,66.0,1.4,23.525,70.572,0.673
20180913_24,26.5,60.0,2.7,24.564,66.373,0.804
20180913_25,26.7,60.0,3.7,25.493,63.302,0.517
20180913_26,26.8,59.0,2.6,27.1,55.318,1.045
20180913_27,27.8,55.0,2.7,28.229,50.571,1.591
20180913_28,27.8,53.0,2.8,28.645,48.833,1.301
20180913_29,27.8,54.0,4.0,29.223,44.919,1.367
20180913_30,27.7,53.0,1.8,28.796,47.465,3.52
20180913_31,26.4,59.0,1.8,26.2,60.569,1.879
20180913_32,25.4,65.0,1.9,25.687,60.527,1.136
20180913_33,24.4,70.0,1.5,25.575,59.782,1.039
20180913_34,24.3,71.0,1.6,24.105,68.242,0.969
20180913_35,23.9,73.0,2.0,23.615,70.667,1.449
20180913_36,23.5,75.0,2.0,23.722,69.493,1.346
20180914_00,26.5,60.0,2.7,30.753,57.678,0.894
20180914_01,26.7,60.0,3.7,26.322,63.039,1.307
20180914_02,26.8,59.0,2.6,27.403,56.494,1.208
20180914_03,27.8,55.0,2.7,28.315,51.429,1.329
20180914_04,27.8,53.0,2.8,25.476,61.691,3.056
20180914_05,27.8,54.0,4.0,26.846,52.897,0.573
20180914_06,27.7,53.0,1.8,28.472,46.418,1.11
20180914_07,26.4,59.0,1.8,27.495,51.66,1.524
20180914_08,25.4,65.0,1.9,25.975,58.1,2.072
20180914_09,24.4,70.0,1.5,25.69,58.659,2.033
20180914_10,24.3,71.0,1.6,24.864,63.055,1.442
20180914_11,23.9,73.0,2.0,23.233,73.142,1.677
20180914_12,23.5,75.0,2.0,22.284,79.376,1.698
20180914_13,22.8,79.0,0.9,22.354,76.839,1.789
20180914_14,22.9,79.0,1.4,22.829,74.494,1.509
20180914_15,23.9,65.0,1.3,22.912,72.63,1.346
20180914_16,24.1,47.0,3.8,24.784,44.271,3.113
20180914_17,23.1,44.0,5.5,23.511,62.387,2.629
20180914_18,22.2,41.0,3.5,23.525,53.583,2.313
20180914_19,21.7,37.0,5.7,23.484,41.033,2.578
20180914_20,21.7,36.0,5.1,22.78,40.415,3.797
20180914_21,21.6,36.0,6.0,21.385,40.963,3.781
20180914_22,21.5,36.0,4.1,19.811,41.796,4.334
20180914_23,21.3,37.0,4.7,19.264,41.163,4.198
20180914_24,21.2,39.0,3.9,17.99,47.543,3.629
20180914_25,21.8,39.0,4.1,18.957,41.737,2.738
20180914_26,22.2,37.0,4.4,19.647,37.853,2.605
20180914_27,24.0,34.0,3.0,19.817,37.027,2.456
20180914_28,24.7,32.0,2.9,20.362,35.232,2.206
20180914_29,25.4,31.0,1.7,19.762,39.661,2.173
20180914_30,24.9,32.0,2.3,18.44,56.58,1.955
20180914_31,24.1,33.0,1.6,17.242,64.404,1.695
20180914_32,21.6,42.0,0.8,16.22,60.877,1.277
20180914_33,19.0,54.0,0.3,15.661,60.567,0.917
20180914_34,18.6,56.0,0.5,15.699,56.669,0.917
20180914_35,18.1,50.0,0.9,15.795,50.377,0.725
20180914_36,18.0,50.0,0.8,15.719,53.382,0.558
20180915_00,21.2,39.0,3.9,26.841,41.849,2.693
20180915_01,21.8,39.0,4.1,22.604,37.759,3.065
20180915_02,22.2,37.0,4.4,24.009,33.261,2.88
20180915_03,24.0,34.0,3.0,24.997,30.168,2.413
20180915_04,24.7,32.0,2.9,26.048,26.765,2.198
20180915_05,25.4,31.0,1.7,26.937,22.54,1.977
20180915_06,24.9,32.0,2.3,27.014,21.787,1.808
20180915_07,24.1,33.0,1.6,25.484,28.045,1.518
20180915_08,21.6,42.0,0.8,23.727,32.554,0.917
20180915_09,19.0,54.0,0.3,22.598,36.848,0.751
20180915_10,18.6,56.0,0.5,23.012,32.134,1.747
20180915_11,18.1,50.0,0.9,22.427,30.79,1.74
20180915_12,18.0,50.0,0.8,21.874,29.107,1.846
20180915_13,21.0,35.0,1.3,21.846,28.53,1.661
20180915_14,20.8,36.0,2.5,21.264,28.381,1.723
20180915_15,20.4,37.0,1.8,21.179,25.47,2.077
20180915_16,20.7,35.0,2.1,21.118,22.967,2.417
20180915_17,20.1,37.0,1.7,20.71,22.576,2.433
20180915_18,19.7,37.0,3.2,19.991,23.102,2.434
20180915_19,19.5,37.0,3.0,19.381,24.066,2.029
20180915_20,19.5,35.0,2.5,19.652,23.451,2.175
20180915_21,19.8,32.0,3.7,20.365,21.716,2.591
20180915_22,21.2,28.0,2.6,21.026,20.53,2.368
20180915_23,22.4,22.0,3.8,21.855,19.659,2.226
20180915_24,23.0,21.0,4.8,22.674,18.629,1.821
20180915_25,23.9,20.0,2.3,23.156,17.705,1.464
20180915_26,24.8,17.0,2.1,23.684,16.521,1.168
20180915_27,25.6,18.0,2.5,24.284,16.072,0.88
20180915_28,26.3,17.0,1.1,24.863,15.706,0.546
20180915_29,26.7,17.0,0.9,25.504,14.958,0.289
20180915_30,26.5,16.0,2.0,25.574,15.848,1.99
20180915_31,24.9,21.0,1.5,24.01,18.421,1.696
20180915_32,22.0,29.0,1.2,22.977,19.273,1.453
20180915_33,20.8,35.0,1.4,21.385,22.019,1.188
20180915_34,20.3,47.0,2.4,20.467,23.613,1.233
20180915_35,19.9,50.0,2.1,19.916,25.616,1.357
20180915_36,18.8,55.0,1.4,19.056,29.81,0.707
20180916_00,23.0,21.0,4.8,27.774,32.015,2.447
20180916_01,23.9,20.0,2.3,22.47,26.148,1.908
20180916_02,24.8,17.0,2.1,23.365,22.155,1.293
20180916_03,25.6,18.0,2.5,23.996,20.265,1.025
20180916_04,26.3,17.0,1.1,24.733,18.746,1.057
20180916_05,26.7,17.0,0.9,25.354,16.641,0.335
20180916_06,26.5,16.0,2.0,25.632,16.745,1.664
20180916_07,24.9,21.0,1.5,23.99,20.032,1.485
20180916_08,22.0,29.0,1.2,22.488,22.772,1.173
20180916_09,20.8,35.0,1.4,21.149,26.16,0.989
20180916_10,20.3,47.0,2.4,20.217,28.112,0.948
20180916_11,19.9,50.0,2.1,19.832,28.249,1.009
20180916_12,18.8,55.0,1.4,19.602,29.861,0.693
20180916_13,18.3,58.0,1.6,20.004,30.975,0.968
20180916_14,15.7,69.0,0.7,18.053,35.692,0.964
20180916_15,14.0,79.0,0.6,16.557,38.482,0.384
20180916_16,14.0,79.0,1.0,18.515,35.056,0.829
20180916_17,13.8,70.0,0.6,19.053,32.091,1.494
20180916_18,13.6,68.0,1.5,19.366,26.491,1.542
20180916_19,13.4,65.0,1.1,19.267,24.384,1.285
20180916_20,16.3,49.0,1.3,19.355,27.612,1.243
20180916_21,19.3,38.0,1.4,20.672,24.809,1.387
20180916_22,21.2,33.0,2.5,22.438,20.055,1.677
20180916_23,23.4,30.0,2.2,23.778,17.974,1.805
20180916_24,24.3,25.0,2.4,24.702,17.365,1.254
20180916_25,25.1,23.0,1.4,25.44,16.725,0.786
20180916_26,26.3,15.0,1.1,26.028,15.479,0.53
20180916_27,26.6,17.0,0.9,26.498,14.952,0.263
20180916_28,26.1,17.0,0.8,26.75,14.96,0.358
20180916_29,26.2,22.0,1.7,26.911,15.594,0.986
20180916_30,25.2,30.0,1.8,26.373,17.017,1.119
20180916_31,23.8,34.0,2.5,25.595,17.562,0.715
20180916_32,23.0,37.0,1.9,25.2,18.384,0.496
20180916_33,22.3,42.0,1.5,25.364,18.488,1.012
20180916_34,22.0,44.0,1.4,24.218,22.313,0.74
20180916_35,21.6,47.0,2.1,23.799,22.938,0.421
20180916_36,21.1,51.0,1.9,22.551,24.949,0.734
20180917_00,24.3,25.0,2.4,27.281,34.846,1.676
20180917_01,25.1,23.0,1.4,24.419,26.384,1.144
20180917_02,26.3,15.0,1.1,25.25,21.309,0.234
20180917_03,26.6,17.0,0.9,25.742,19.246,0.451
20180917_04,26.1,17.0,0.8,26.274,18.732,0.346
20180917_05,26.2,22.0,1.7,26.605,18.735,0.633
20180917_06,25.2,30.0,1.8,25.967,21.476,0.19
20180917_07,23.8,34.0,2.5,25.55,20.644,0.599
20180917_08,23.0,37.0,1.9,25.435,21.643,1.13
20180917_09,22.3,42.0,1.5,24.886,23.902,1.167
20180917_10,22.0,44.0,1.4,24.138,26.24,1.022
20180917_11,21.6,47.0,2.1,23.962,26.67,1.636
20180917_12,21.1,51.0,1.9,23.262,29.1,2.958
20180917_13,20.3,56.0,1.8,21.903,45.939,0.932
20180917_14,19.6,60.0,1.5,22.455,39.19,0.876
20180917_15,18.2,67.0,0.3,21.733,43.916,0.745
20180917_16,17.7,72.0,0.9,21.355,47.672,0.703
20180917_17,17.3,75.0,0.6,19.504,60.264,1.183
20180917_18,18.0,69.0,1.4,18.759,65.905,0.728
20180917_19,17.9,66.0,1.5,18.197,69.332,0.724
20180917_20,18.1,59.0,1.3,19.328,66.074,0.804
20180917_21,19.1,51.0,1.3,20.811,59.847,1.172
20180917_22,20.3,44.0,1.4,22.429,51.124,1.023
20180917_23,21.8,40.0,1.7,23.932,43.786,1.004
20180917_24,23.3,38.0,1.5,25.015,41.542,1.437
20180917_25,25.0,31.0,1.0,25.897,39.28,1.314
20180917_26,24.3,35.0,2.2,26.424,36.974,1.581
20180917_27,24.5,38.0,1.4,26.715,34.02,1.392
20180917_28,23.7,51.0,2.8,26.957,33.737,1.485
20180917_29,22.4,56.0,3.3,26.795,35.851,2.056
20180917_30,22.1,58.0,2.8,25.939,39.455,2.852
20180917_31,21.5,62.0,2.0,24.406,48.691,3.02
20180917_32,21.0,66.0,1.9,22.653,61.304,2.55
20180917_33,20.8,67.0,1.4,22.122,66.397,2.321
20180917_34,20.2,69.0,0.4,21.428,72.686,2.049
20180917_35,19.7,71.0,0.9,20.856,76.031,1.472
20180917_36,19.0,74.0,1.1,20.74,74.987,1.284
20180918_00,23.3,38.0,1.5,29.464,36.868,0.697
20180918_01,25.0,31.0,1.0,24.113,34.739,0.334
20180918_02,24.3,35.0,2.2,25.12,32.794,0.8
20180918_03,24.5,38.0,1.4,25.9,35.332,1.467
20180918_04,23.7,51.0,2.8,26.042,38.294,2.207
20180918_05,22.4,56.0,3.3,25.425,41.287,2.672
20180918_06,22.1,58.0,2.8,24.064,47.916,2.909
20180918_07,21.5,62.0,2.0,23.182,53.514,2.644
20180918_08,21.0,66.0,1.9,22.275,58.848,2.577
20180918_09,20.8,67.0,1.4,21.479,64.197,1.957
20180918_10,20.2,69.0,0.4,20.898,67.938,1.806
20180918_11,19.7,71.0,0.9,20.306,70.804,1.972
20180918_12,19.0,74.0,1.1,20.461,69.0,1.781
20180918_13,18.2,77.0,1.6,20.051,72.877,1.553
20180918_14,17.0,82.0,1.2,19.988,72.717,1.222
20180918_15,16.1,85.0,0.6,19.582,74.898,0.676
20180918_16,15.9,86.0,0.4,19.444,76.61,1.126
20180918_17,16.4,85.0,1.2,19.08,79.163,0.306
20180918_18,16.9,83.0,0.8,19.224,78.332,0.418
20180918_19,17.2,83.0,1.2,18.376,81.748,0.59
20180918_20,17.6,78.0,1.3,18.713,82.859,0.53
20180918_21,18.5,64.0,1.8,19.577,79.78,0.249
20180918_22,19.6,60.0,0.7,21.282,68.43,0.736
20180918_23,21.7,52.0,1.0,22.805,58.908,0.988
20180918_24,22.3,49.0,1.7,24.138,50.246,0.834
20180918_25,23.0,49.0,0.8,25.228,44.422,0.63
20180918_26,23.2,48.0,0.9,26.027,41.766,0.773
20180918_27,24.1,37.0,1.6,26.799,39.106,1.18
20180918_28,23.6,43.0,1.3,27.094,38.593,1.12
20180918_29,23.6,42.0,1.2,27.327,34.973,1.233
20180918_30,22.6,52.0,1.7,27.123,35.03,1.242
20180918_31,22.1,56.0,1.3,26.605,38.34,1.387
20180918_32,21.2,59.0,1.1,26.072,42.098,1.223
20180918_33,20.2,62.0,0.7,25.719,43.257,0.941
20180918_34,19.2,68.0,0.8,25.345,44.065,0.742
20180918_35,18.8,74.0,1.0,24.849,45.27,1.025
20180918_36,18.3,80.0,0.9,23.967,49.478,1.354
20180919_00,22.3,49.0,1.7,27.993,47.811,1.29
20180919_01,23.0,49.0,0.8,23.365,49.863,1.139
20180919_02,23.2,48.0,0.9,23.935,46.461,0.655
20180919_03,24.1,37.0,1.6,24.463,46.096,1.074
20180919_04,23.6,43.0,1.3,24.485,47.322,1.546
20180919_05,23.6,42.0,1.2,24.092,50.198,1.779
20180919_06,22.6,52.0,1.7,23.515,53.329,1.299
20180919_07,22.1,56.0,1.3,22.901,55.221,1.156
20180919_08,21.2,59.0,1.1,22.628,57.442,1.314
20180919_09,20.2,62.0,0.7,21.673,66.12,1.454
20180919_10,19.2,68.0,0.8,21.009,70.407,1.141
20180919_11,18.8,74.0,1.0,20.254,73.314,0.433
20180919_12,18.3,80.0,0.9,19.347,78.334,0.683
20180919_13,17.1,84.0,,18.874,82.748,0.756
20180919_14,17.3,85.0,0.8,18.048,88.53,0.677
20180919_15,16.8,89.0,0.8,17.342,90.504,0.479
20180919_16,15.8,91.0,0.6,17.124,91.466,0.748
20180919_17,15.4,92.0,,16.742,92.524,0.527
20180919_18,15.0,93.0,0.6,16.664,92.623,0.443
20180919_19,15.1,93.0,0.9,16.707,92.659,0.383
20180919_20,16.5,89.0,1.0,17.982,86.288,0.724
20180919_21,18.3,79.0,1.3,18.682,81.531,0.607
20180919_22,19.3,71.0,1.4,20.22,77.141,0.441
20180919_23,20.3,65.0,1.2,21.466,70.08,0.509
20180919_24,21.9,60.0,1.0,22.524,63.907,0.543
20180919_25,22.8,59.0,1.7,23.962,54.425,0.919
20180919_26,23.8,53.0,1.1,25.12,49.879,1.193
20180919_27,24.9,50.0,2.7,26.047,47.764,1.241
20180919_28,25.5,47.0,2.8,26.997,44.552,1.279
20180919_29,25.6,48.0,2.2,27.645,42.18,1.521
20180919_30,24.5,55.0,2.9,27.893,39.731,1.372
20180919_31,23.7,58.0,2.6,27.313,39.633,1.778
20180919_32,22.1,66.0,1.9,26.131,43.245,1.406
20180919_33,21.2,68.0,2.4,25.202,44.928,1.49
20180919_34,20.5,69.0,1.8,25.373,15.999,3.364
20180919_35,19.7,72.0,1.9,23.553,17.507,3.565
20180919_36,20.0,70.0,2.5,22.505,17.762,3.566
20180920_00,21.9,60.0,1.0,28.748,50.309,0.391
20180920_01,22.8,59.0,1.7,23.109,58.448,0.817
20180920_02,23.8,53.0,1.1,24.295,53.174,1.13
20180920_03,24.9,50.0,2.7,25.168,49.252,1.133
20180920_04,25.5,47.0,2.8,25.859,45.212,0.858
20180920_05,25.6,48.0,2.2,26.702,42.559,1.561
20180920_06,24.5,55.0,2.9,27.005,41.214,1.723
20180920_07,23.7,58.0,2.6,25.962,43.211,1.951
20180920_08,22.1,66.0,1.9,25.046,46.331,2.522
20180920_09,21.2,68.0,2.4,23.83,50.496,1.984
20180920_10,20.5,69.0,1.8,23.367,53.077,1.855
20180920_11,19.7,72.0,1.9,22.307,56.406,1.299
20180920_12,20.0,70.0,2.5,21.259,60.702,0.967
20180920_13,19.3,74.0,2.3,21.35,60.453,1.116
20180920_14,18.5,78.0,1.2,22.045,28.303,3.22
20180920_15,16.6,86.0,0.6,20.766,24.669,2.263
20180920_16,18.0,74.0,1.9,20.163,19.296,2.942
20180920_17,18.4,40.0,2.9,19.561,18.276,3.019
20180920_18,19.2,28.0,4.2,19.152,17.959,2.597
20180920_19,17.8,31.0,1.9,18.41,18.796,1.848
20180920_20,18.7,28.0,2.3,18.649,20.556,1.883
20180920_21,20.3,26.0,2.7,19.607,16.248,3.482
20180920_22,22.3,21.0,2.4,20.284,15.52,3.121
20180920_23,23.7,21.0,1.8,20.729,16.324,3.333
20180920_24,24.1,19.0,3.1,22.529,14.165,4.203
20180920_25,24.3,17.0,4.8,23.448,13.421,4.29
20180920_26,24.6,17.0,3.3,23.701,11.589,4.813
20180920_27,25.9,14.0,5.9,23.751,14.464,5.404
20180920_28,25.8,12.0,3.8,24.003,15.932,5.013
20180920_29,25.7,13.0,3.1,23.775,18.649,4.521
20180920_30,24.9,13.0,4.7,23.121,20.625,4.392
20180920_31,23.9,16.0,4.6,22.001,21.645,3.958
20180920_32,23.1,18.0,4.0,21.567,22.104,3.945
20180920_33,22.0,21.0,2.5,21.082,22.869,3.784
20180920_34,20.7,23.0,3.0,20.582,24.109,4.111
20180920_35,18.6,28.0,,20.189,24.903,3.847
20180920_36,18.1,30.0,2.4,19.818,25.321,3.273
20180921_00,24.1,19.0,3.1,27.903,29.102,1.282
20180921_01,24.3,17.0,4.8,24.531,17.861,2.555
20180921_02,24.6,17.0,3.3,24.63,15.284,3.695
20180921_03,25.9,14.0,5.9,24.979,13.87,4.385
20180921_04,25.8,12.0,3.8,25.24,12.576,4.764
20180921_05,25.7,13.0,3.1,25.079,13.186,4.51
20180921_06,24.9,13.0,4.7,24.404,15.492,3.678
20180921_07,23.9,16.0,4.6,23.243,17.416,3.768
20180921_08,23.1,18.0,4.0,22.657,18.811,3.511
20180921_09,22.0,21.0,2.5,21.81,20.215,2.629
20180921_10,20.7,23.0,3.0,21.256,21.137,2.985
20180921_11,18.6,28.0,,21.219,20.974,3.778
20180921_12,18.1,30.0,2.4,20.847,20.881,3.596
20180921_13,20.7,22.0,3.2,20.422,20.866,3.455
20180921_14,20.7,22.0,3.0,19.903,20.906,3.733
20180921_15,19.9,22.0,1.8,19.443,20.62,3.752
20180921_16,19.7,22.0,3.9,18.955,20.075,3.519
20180921_17,19.5,22.0,2.4,18.554,19.713,3.555
20180921_18,16.1,36.0,2.2,17.714,20.67,2.63
20180921_19,18.9,19.0,2.1,17.233,21.796,2.68
20180921_20,19.0,19.0,4.0,17.133,23.417,2.95
20180921_21,19.8,17.0,4.6,17.409,24.145,3.487
20180921_22,20.8,18.0,2.3,18.193,24.607,3.856
20180921_23,21.4,15.0,5.8,19.217,23.039,4.335
20180921_24,22.1,17.0,3.9,20.124,21.596,4.624
20180921_25,22.8,16.0,1.8,21.085,19.539,4.896
20180921_26,23.3,17.0,1.9,21.799,18.136,5.127
20180921_27,23.9,15.0,3.8,22.541,16.312,5.176
20180921_28,24.5,15.0,2.5,22.842,15.435,4.967
20180921_29,24.1,16.0,2.3,22.938,15.112,4.629
20180921_30,24.1,18.0,1.4,22.578,15.403,4.104
20180921_31,22.5,21.0,1.6,21.935,15.432,3.491
20180921_32,20.5,26.0,1.9,21.342,17.035,3.506
20180921_33,20.9,19.0,2.6,20.62,18.679,2.701
20180921_34,20.6,19.0,1.7,20.04,19.523,2.247
20180921_35,17.9,25.0,1.0,19.307,20.09,1.726
20180921_36,14.9,35.0,0.3,19.302,19.744,2.288
20180922_00,22.1,17.0,3.9,26.183,27.14,3.361
20180922_01,22.8,16.0,1.8,22.136,16.792,3.086
20180922_02,23.3,17.0,1.9,23.109,15.944,2.544
20180922_03,23.9,15.0,3.8,23.718,15.598,2.208
20180922_04,24.5,15.0,2.5,24.559,14.791,2.566
20180922_05,24.1,16.0,2.3,24.744,15.052,3.645
20180922_06,24.1,18.0,1.4,24.159,15.272,4.113
20180922_07,22.5,21.0,1.6,22.681,15.635,4.769
20180922_08,20.5,26.0,1.9,21.949,16.325,5.157
20180922_09,20.9,19.0,2.6,19.966,20.412,3.738
20180922_10,20.6,19.0,1.7,19.533,20.134,3.038
20180922_11,17.9,25.0,1.0,18.542,21.166,1.597
20180922_12,14.9,35.0,0.3,18.645,20.718,2.007
20180922_13,14.0,35.0,1.4,18.486,20.544,2.383
20180922_14,16.8,27.0,1.8,17.982,21.51,1.78
20180922_15,17.1,26.0,2.3,16.997,23.291,1.117
20180922_16,16.5,28.0,2.1,17.11,23.109,1.74
20180922_17,16.0,28.0,1.3,16.984,23.405,2.215
20180922_18,15.5,29.0,1.4,17.344,24.333,2.58
20180922_19,16.7,25.0,2.8,17.565,26.742,3.631
20180922_20,18.1,23.0,3.8,17.636,29.984,3.473
20180922_21,18.9,24.0,3.7,18.322,31.258,3.6
20180922_22,19.8,22.0,6.1,19.294,31.39,4.626
20180922_23,21.0,22.0,3.2,20.126,30.363,4.985
20180922_24,21.8,24.0,3.1,21.165,28.999,4.408
20180922_25,22.1,25.0,5.1,22.399,27.094,3.498
20180922_26,22.6,25.0,5.1,23.343,25.321,4.283
20180922_27,22.3,24.0,5.6,23.294,25.437,4.752
20180922_28,23.1,24.0,5.1,23.392,25.435,4.491
20180922_29,22.9,24.0,3.9,23.308,25.879,4.188
20180922_30,22.6,25.0,4.7,22.928,26.282,3.829
20180922_31,21.7,27.0,3.6,21.982,28.513,3.07
20180922_32,20.8,27.0,2.8,20.912,29.869,2.616
20180922_33,19.7,30.0,1.3,19.227,34.044,2.107
20180922_34,18.1,36.0,1.0,18.555,35.503,1.731
20180922_35,16.4,43.0,0.8,17.288,38.809,1.133
20180922_36,14.8,48.0,1.1,16.485,40.949,0.494
20180923_00,21.8,24.0,3.1,25.476,31.583,3.016
20180923_01,22.1,25.0,5.1,21.256,25.747,2.781
20180923_02,22.6,25.0,5.1,22.447,25.002,3.241
20180923_03,22.3,24.0,5.6,23.279,24.936,3.662
