Time,t2m_obs,rh2m_obs,w10m_obs,t2m_M,rh2m_M,w10m_M
20180910_20,15.7,89.0,1.1,16.807,86.828,3.473
20180910_21,15.8,91.0,1.2,16.919,86.335,3.149
20180910_22,16.4,90.0,0.8,17.101,84.824,2.973
20180910_23,17.4,87.0,0.6,18.326,79.336,2.83
20180910_24,21.4,64.0,2.0,20.218,69.188,4.072
20180910_25,22.3,54.0,6.3,20.56,65.186,4.439
20180910_26,22.6,51.0,5.7,20.712,65.49,4.771
20180910_27,22.9,51.0,5.6,21.814,62.663,5.032
20180910_28,22.6,54.0,6.7,22.852,57.476,5.735
20180910_29,22.3,58.0,3.6,21.984,63.119,3.92
20180910_30,21.9,60.0,2.1,20.134,76.498,0.832
20180910_31,19.1,80.0,1.5,18.533,86.997,3.548
20180910_32,17.7,89.0,4.2,18.65,80.026,4.249
20180910_33,17.0,91.0,3.7,16.945,85.018,3.65
20180910_34,16.7,91.0,1.9,16.319,87.698,1.553
20180910_35,16.3,94.0,,17.031,84.593,0.881
20180910_36,16.2,95.0,,16.953,83.98,1.222
20180911_00,21.4,64.0,2.0,22.287,67.425,3.25
20180911_01,22.3,54.0,6.3,21.489,64.5,3.547
20180911_02,22.6,51.0,5.7,22.818,57.048,5.531
20180911_03,22.9,51.0,5.6,22.613,60.673,5.464
20180911_04,22.6,54.0,6.7,22.783,60.343,5.277
20180911_05,22.3,58.0,3.6,21.21,65.96,2.482
20180911_06,21.9,60.0,2.1,20.4,66.328,1.738
20180911_07,19.1,80.0,1.5,20.006,63.916,0.95
20180911_08,17.7,89.0,4.2,19.208,74.821,2.801
20180911_09,17.0,91.0,3.7,17.242,90.651,2.377
20180911_10,16.7,91.0,1.9,15.712,90.883,1.372
20180911_11,16.3,94.0,,14.872,91.49,0.484
20180911_12,16.2,95.0,,14.755,91.401,0.475
20180911_13,15.7,96.0,1.0,14.353,90.599,1.358
20180911_14,15.0,96.0,1.4,14.863,89.468,0.846
20180911_15,14.8,96.0,2.1,14.954,91.257,0.359
20180911_16,14.8,97.0,1.1,14.709,91.801,0.396
20180911_17,14.8,97.0,1.1,14.529,90.865,0.401
20180911_18,14.4,97.0,1.4,14.176,90.017,0.693
20180911_19,14.5,97.0,1.3,13.362,88.947,0.333
20180911_20,15.0,97.0,0.4,16.302,82.194,0.389
20180911_21,15.3,96.0,2.9,17.813,75.77,0.602
20180911_22,16.3,96.0,1.1,19.812,71.056,1.055
20180911_23,18.1,87.0,1.2,21.675,66.154,1.904
20180911_24,20.9,70.0,1.8,23.681,57.37,3.126
20180911_25,23.4,63.0,1.7,24.696,52.492,4.456
20180911_26,24.5,60.0,3.2,25.17,51.803,4.406
20180911_27,25.2,54.0,3.6,25.059,53.289,5.103
20180911_28,24.3,55.0,6.0,24.984,53.146,5.035
20180911_29,23.8,58.0,5.7,25.011,52.567,4.736
20180911_30,23.1,61.0,4.1,23.238,58.98,3.116
20180911_31,22.1,66.0,2.9,21.664,64.349,2.405
20180911_32,21.5,68.0,0.8,20.121,69.089,2.671
20180911_33,19.8,80.0,1.9,17.914,76.126,2.388
20180911_34,19.3,82.0,0.5,19.034,75.174,1.493
20180911_35,18.3,87.0,1.0,17.477,77.185,0.515
20180911_36,18.1,88.0,,16.681,76.664,1.6
20180912_00,20.9,70.0,1.8,25.069,62.095,0.655
20180912_01,23.4,63.0,1.7,22.912,64.412,2.187
20180912_02,24.5,60.0,3.2,24.117,58.788,2.192
20180912_03,25.2,54.0,3.6,25.437,53.133,1.929
20180912_04,24.3,55.0,6.0,25.284,55.627,4.311
20180912_05,23.8,58.0,5.7,24.29,60.955,5.198
20180912_06,23.1,61.0,4.1,23.541,64.176,4.182
20180912_07,22.1,66.0,2.9,21.739,69.407,3.258
20180912_08,21.5,68.0,0.8,19.829,78.058,2.25
20180912_09,19.8,80.0,1.9,18.514,86.114,2.279
20180912_10,19.3,82.0,0.5,17.815,85.771,1.42
20180912_11,18.3,87.0,1.0,17.708,85.005,1.974
20180912_12,18.1,88.0,,17.45,84.415,1.165
20180912_13,17.4,92.0,,17.72,83.343,1.59
20180912_14,17.0,92.0,0.5,17.647,82.959,1.895
20180912_15,16.3,94.0,0.8,17.455,83.007,1.085
20180912_16,16.1,95.0,0.9,17.109,84.882,0.761
20180912_17,15.8,96.0,0.8,16.854,85.079,0.543
20180912_18,15.7,96.0,0.9,15.638,86.645,0.502
20180912_19,15.8,96.0,0.4,15.179,87.287,1.052
20180912_20,16.0,97.0,0.9,18.258,80.573,1.192
20180912_21,17.1,96.0,0.4,19.914,72.986,0.364
20180912_22,18.9,85.0,0.7,21.6,68.884,0.485
20180912_23,22.2,71.0,1.3,23.289,65.083,0.787
20180912_24,24.5,60.0,1.1,25.633,56.819,1.823
20180912_25,26.6,55.0,2.2,26.765,51.751,4.054
20180912_26,26.7,56.0,2.3,27.146,49.679,4.122
20180912_27,26.1,57.0,4.0,26.969,51.36,4.572
20180912_28,25.8,59.0,4.3,26.467,53.792,4.41
20180912_29,25.4,60.0,3.4,26.118,54.442,4.149
20180912_30,24.4,60.0,4.5,25.333,58.354,3.283
20180912_31,23.6,64.0,5.6,22.013,73.125,1.594
20180912_32,22.2,72.0,1.8,21.265,70.898,1.909
20180912_33,21.3,76.0,1.5,20.719,73.778,0.908
20180912_34,20.1,82.0,0.5,20.07,75.898,0.969
20180912_35,19.2,85.0,1.4,19.743,76.117,1.014
20180912_36,18.5,89.0,1.0,19.52,75.004,0.838
20180913_00,24.5,60.0,1.1,26.607,60.777,0.307
20180913_01,26.6,55.0,2.2,23.97,65.37,1.671
20180913_02,26.7,56.0,2.3,25.19,59.682,1.664
20180913_03,26.1,57.0,4.0,25.993,56.622,1.892
20180913_04,25.8,59.0,4.3,25.773,58.796,3.753
20180913_05,25.4,60.0,3.4,24.902,63.332,3.913
20180913_06,24.4,60.0,4.5,23.505,70.831,3.155
20180913_07,23.6,64.0,5.6,21.6,77.435,2.381
20180913_08,22.2,72.0,1.8,21.087,76.544,2.045
20180913_09,21.3,76.0,1.5,20.508,79.966,1.297
20180913_10,20.1,82.0,0.5,20.275,81.875,0.478
20180913_11,19.2,85.0,1.4,19.981,82.591,1.079
20180913_12,18.5,89.0,1.0,19.856,82.952,1.456
20180913_13,17.9,92.0,0.7,19.993,82.754,0.37
20180913_14,17.2,93.0,0.7,19.656,83.089,0.435
20180913_15,16.8,95.0,0.6,19.33,83.193,0.867
20180913_16,16.3,95.0,1.2,19.328,81.152,1.25
20180913_17,16.0,96.0,0.8,19.127,82.374,0.616
20180913_18,16.0,96.0,1.3,18.579,85.949,0.647
20180913_19,16.1,96.0,0.5,18.801,84.584,0.849
20180913_20,16.4,96.0,0.4,19.049,86.066,0.593
20180913_21,16.7,95.0,0.8,19.644,85.828,1.388
20180913_22,17.7,93.0,0.8,19.974,85.46,1.093
20180913_23,19.4,84.0,0.5,20.338,84.441,1.308
20180913_24,21.4,79.0,1.0,22.128,78.181,1.534
20180913_25,23.8,71.0,1.8,20.943,85.224,3.057
20180913_26,25.2,62.0,2.4,25.246,62.026,3.444
20180913_27,27.2,54.0,1.9,25.457,61.738,4.516
20180913_28,26.6,52.0,5.2,24.772,63.889,4.328
20180913_29,25.9,55.0,4.3,23.078,72.495,3.007
20180913_30,25.0,58.0,4.0,23.624,73.027,2.756
20180913_31,23.8,64.0,3.3,21.802,78.014,2.106
20180913_32,22.4,71.0,1.8,20.571,79.938,2.366
20180913_33,20.7,78.0,1.8,19.219,86.078,0.781
20180913_34,19.0,85.0,2.0,18.924,86.961,0.761
20180913_35,18.6,87.0,1.7,18.621,87.765,0.896
20180913_36,18.5,89.0,1.2,18.689,87.698,1.007
20180914_00,21.4,79.0,1.0,27.025,64.041,1.389
20180914_01,23.8,71.0,1.8,25.13,57.263,1.651
20180914_02,25.2,62.0,2.4,26.116,51.238,2.841
20180914_03,27.2,54.0,1.9,26.317,50.612,4.349
20180914_04,26.6,52.0,5.2,26.159,52.115,3.946
20180914_05,25.9,55.0,4.3,26.08,53.377,3.286
20180914_06,25.0,58.0,4.0,25.321,59.519,3.012
20180914_07,23.8,64.0,3.3,22.308,72.63,2.767
20180914_08,22.4,71.0,1.8,21.056,71.82,2.618
20180914_09,20.7,78.0,1.8,20.045,74.244,1.641
20180914_10,19.0,85.0,2.0,19.367,76.656,0.894
20180914_11,18.6,87.0,1.7,19.062,76.375,1.744
20180914_12,18.5,89.0,1.2,19.143,75.151,1.949
20180914_13,18.9,87.0,1.6,20.651,67.51,2.061
20180914_14,18.7,87.0,0.9,19.984,58.709,1.259
20180914_15,19.2,72.0,1.5,19.406,60.7,0.93
20180914_16,19.2,50.0,4.1,18.902,59.717,0.566
20180914_17,17.9,53.0,2.0,18.579,53.76,1.891
20180914_18,17.7,49.0,2.0,17.927,52.655,4.188
20180914_19,16.9,50.0,2.4,16.771,49.946,4.269
20180914_20,16.7,49.0,2.9,15.295,49.509,4.878
20180914_21,17.4,46.0,3.4,14.889,50.825,4.4
20180914_22,18.0,47.0,3.5,16.009,47.011,5.747
20180914_23,19.2,44.0,2.8,16.806,42.508,5.424
20180914_24,20.7,39.0,3.2,16.747,42.259,4.781
20180914_25,21.6,35.0,2.0,18.258,36.515,4.582
20180914_26,22.5,32.0,4.6,19.426,31.035,4.648
20180914_27,23.1,31.0,3.7,20.178,27.341,4.133
20180914_28,23.5,32.0,1.7,20.398,26.813,3.798
20180914_29,23.4,32.0,2.3,20.602,27.654,4.11
20180914_30,22.9,32.0,1.5,19.454,36.725,2.321
20180914_31,20.8,35.0,1.8,14.579,51.283,1.762
20180914_32,18.4,43.0,0.9,13.253,42.901,1.942
20180914_33,15.7,54.0,0.6,12.139,42.657,1.64
20180914_34,14.0,66.0,1.2,11.536,41.729,2.085
20180914_35,12.6,71.0,0.9,11.055,41.232,2.186
20180914_36,11.7,74.0,1.4,10.657,40.53,2.355
20180915_00,20.7,39.0,3.2,22.618,45.818,2.627
20180915_01,21.6,35.0,2.0,20.682,40.633,2.658
20180915_02,22.5,32.0,4.6,21.689,38.95,2.579
20180915_03,23.1,31.0,3.7,22.243,37.769,3.014
20180915_04,23.5,32.0,1.7,22.581,36.246,3.251
20180915_05,23.4,32.0,2.3,22.251,37.156,3.626
20180915_06,22.9,32.0,1.5,20.957,42.805,3.267
20180915_07,20.8,35.0,1.8,16.85,55.365,2.747
20180915_08,18.4,43.0,0.9,15.565,49.173,2.8
20180915_09,15.7,54.0,0.6,13.757,50.863,1.44
20180915_10,14.0,66.0,1.2,13.546,50.509,1.801
20180915_11,12.6,71.0,0.9,13.538,46.844,2.058
20180915_12,11.7,74.0,1.4,13.619,43.583,2.512
20180915_13,10.7,82.0,1.2,12.405,44.483,2.377
20180915_14,10.2,83.0,1.1,12.413,42.061,2.207
20180915_15,10.0,84.0,0.5,12.305,40.141,1.883
20180915_16,9.5,86.0,0.9,11.381,40.202,1.548
20180915_17,9.3,87.0,0.7,10.806,40.106,1.533
20180915_18,8.9,88.0,0.5,11.12,38.205,1.959
20180915_19,8.5,90.0,1.1,9.739,39.312,2.196
20180915_20,8.5,91.0,0.7,12.034,49.929,2.1
20180915_21,10.5,84.0,1.2,15.091,34.027,1.145
20180915_22,13.3,71.0,0.5,17.036,31.351,1.347
20180915_23,18.8,40.0,1.6,18.406,28.499,1.635
20180915_24,20.4,32.0,2.2,19.823,25.113,1.418
20180915_25,21.8,23.0,1.3,21.016,22.843,1.092
20180915_26,23.7,22.0,1.6,21.695,23.069,0.815
20180915_27,24.7,18.0,2.5,22.1,24.784,0.645
20180915_28,25.7,18.0,1.8,22.246,26.47,0.749
20180915_29,26.3,17.0,1.8,22.325,26.296,1.007
20180915_30,25.9,20.0,2.1,21.78,32.13,1.279
20180915_31,21.7,29.0,2.5,16.108,47.649,1.536
20180915_32,17.7,40.0,1.6,14.066,47.229,1.454
20180915_33,14.7,51.0,2.9,13.531,44.913,1.056
20180915_34,12.7,60.0,0.8,13.365,42.587,1.574
20180915_35,10.8,67.0,2.2,12.757,40.458,0.935
20180915_36,9.6,72.0,1.8,11.671,39.253,0.711
20180916_00,20.4,32.0,2.2,23.305,37.248,0.482
20180916_01,21.8,23.0,1.3,20.142,30.404,0.813
20180916_02,23.7,22.0,1.6,21.141,28.514,1.129
20180916_03,24.7,18.0,2.5,21.72,28.774,0.885
20180916_04,25.7,18.0,1.8,22.298,28.083,0.462
20180916_05,26.3,17.0,1.8,22.438,29.254,1.431
20180916_06,25.9,20.0,2.1,22.378,49.989,0.794
20180916_07,21.7,29.0,2.5,16.906,49.045,1.529
20180916_08,17.7,40.0,1.6,15.425,43.558,1.976
20180916_09,14.7,51.0,2.9,14.706,45.069,2.062
20180916_10,12.7,60.0,0.8,14.647,38.23,2.611
20180916_11,10.8,67.0,2.2,12.989,39.892,0.812
20180916_12,9.6,72.0,1.8,12.394,38.003,1.465
20180916_13,8.2,79.0,2.2,12.374,35.108,1.392
20180916_14,7.3,84.0,1.7,12.055,33.585,1.657
20180916_15,6.5,87.0,0.9,11.354,33.909,1.344
20180916_16,5.6,90.0,1.1,11.753,32.551,1.967
20180916_17,5.1,91.0,1.4,12.466,30.713,2.581
20180916_18,4.4,92.0,1.3,12.056,32.83,2.052
20180916_19,4.1,92.0,1.6,11.003,36.584,1.416
20180916_20,5.6,89.0,0.3,13.254,49.28,0.852
20180916_21,8.5,76.0,1.4,16.901,33.157,0.627
20180916_22,12.9,60.0,1.4,18.515,31.247,0.485
20180916_23,17.0,41.0,1.0,20.424,28.994,0.579
20180916_24,20.6,31.0,1.2,21.678,27.05,0.945
20180916_25,23.5,23.0,1.6,22.661,24.612,0.828
20180916_26,25.3,18.0,1.6,23.279,23.182,0.853
20180916_27,24.6,20.0,1.5,23.644,23.912,0.62
20180916_28,24.5,18.0,1.2,23.675,26.977,1.187
20180916_29,23.1,21.0,2.7,22.898,34.485,2.111
20180916_30,21.7,32.0,2.3,20.62,43.372,2.607
20180916_31,20.0,41.0,1.8,18.596,43.811,2.209
20180916_32,18.2,49.0,1.7,17.702,42.237,1.137
20180916_33,16.5,58.0,0.8,17.653,38.961,0.643
20180916_34,15.7,61.0,1.4,14.958,41.465,0.441
20180916_35,14.8,65.0,1.6,14.291,39.763,0.922
20180916_36,13.6,72.0,1.1,14.054,39.289,1.085
20180917_00,20.6,31.0,1.2,23.685,39.04,1.616
20180917_01,23.5,23.0,1.6,20.91,33.544,0.954
20180917_02,25.3,18.0,1.6,22.48,28.729,0.708
20180917_03,24.6,20.0,1.5,23.237,27.383,0.533
20180917_04,24.5,18.0,1.2,23.744,27.485,0.6
20180917_05,23.1,21.0,2.7,23.601,30.013,0.781
20180917_06,21.7,32.0,2.3,20.671,43.434,3.147
20180917_07,20.0,41.0,1.8,18.986,44.683,2.329
20180917_08,18.2,49.0,1.7,18.241,44.732,1.352
20180917_09,16.5,58.0,0.8,18.116,43.603,0.678
20180917_10,15.7,61.0,1.4,18.133,42.063,0.453
20180917_11,14.8,65.0,1.6,16.498,45.605,0.917
20180917_12,13.6,72.0,1.1,15.248,47.422,0.765
20180917_13,11.8,77.0,1.0,15.002,47.528,0.537
20180917_14,10.5,81.0,1.4,14.492,47.964,0.685
20180917_15,9.3,84.0,1.7,14.098,49.686,1.318
20180917_16,8.4,86.0,1.5,13.744,53.06,1.651
20180917_17,7.9,88.0,,13.361,55.259,1.604
20180917_18,7.9,88.0,1.9,12.714,55.176,1.485
20180917_19,8.2,88.0,0.4,11.804,59.332,0.518
20180917_20,8.9,87.0,0.7,14.338,64.95,0.901
20180917_21,10.3,82.0,0.3,17.112,49.088,1.123
20180917_22,12.3,72.0,0.4,18.992,44.129,0.541
20180917_23,16.5,52.0,0.5,20.795,38.643,0.22
20180917_24,20.6,46.0,1.8,22.216,36.452,0.417
20180917_25,22.4,29.0,0.8,23.687,33.791,0.389
20180917_26,24.2,31.0,1.8,24.914,31.02,0.298
20180917_27,24.7,30.0,1.5,25.225,31.725,0.829
20180917_28,23.9,37.0,1.4,25.044,35.78,2.392
20180917_29,23.2,37.0,2.9,23.484,46.049,3.182
20180917_30,22.0,44.0,3.3,21.08,54.637,3.059
20180917_31,20.8,44.0,1.9,19.952,56.585,2.597
20180917_32,18.2,55.0,2.4,17.969,59.039,1.578
20180917_33,15.8,66.0,1.3,17.713,60.118,0.503
20180917_34,14.2,73.0,1.2,16.479,63.627,0.814
20180917_35,12.7,77.0,1.7,16.042,62.862,0.395
20180917_36,11.2,86.0,1.0,15.303,65.06,0.247
20180918_00,20.6,46.0,1.8,23.917,45.057,0.644
20180918_01,22.4,29.0,0.8,20.856,42.865,0.728
20180918_02,24.2,31.0,1.8,21.974,40.274,0.488
20180918_03,24.7,30.0,1.5,23.004,37.114,0.592
20180918_04,23.9,37.0,1.4,23.928,33.965,0.349
20180918_05,23.2,37.0,2.9,24.153,35.098,0.544
20180918_06,22.0,44.0,3.3,23.113,45.122,2.167
20180918_07,20.8,44.0,1.9,19.094,59.455,3.17
20180918_08,18.2,55.0,2.4,17.245,63.477,1.658
20180918_09,15.8,66.0,1.3,17.44,62.955,0.571
20180918_10,14.2,73.0,1.2,16.941,64.317,0.569
20180918_11,12.7,77.0,1.7,16.988,63.444,0.546
20180918_12,11.2,86.0,1.0,16.921,63.035,0.603
20180918_13,10.2,88.0,1.2,16.839,63.659,0.512
20180918_14,9.7,89.0,1.6,16.51,64.721,0.221
20180918_15,8.9,91.0,0.9,16.119,65.501,0.397
20180918_16,8.2,92.0,0.9,15.963,66.411,0.425
20180918_17,7.9,93.0,1.3,15.651,68.316,0.151
20180918_18,7.7,94.0,0.9,15.523,69.459,0.275
20180918_19,7.7,94.0,0.9,13.623,75.715,0.556
20180918_20,8.5,94.0,1.4,14.773,73.034,0.321
20180918_21,10.1,88.0,1.2,17.506,61.752,0.345
20180918_22,12.6,75.0,0.9,19.409,56.195,0.409
20180918_23,15.3,63.0,0.5,21.447,49.379,0.56
20180918_24,17.7,54.0,0.4,23.287,43.729,0.802
20180918_25,19.7,48.0,1.1,24.706,38.57,0.88
20180918_26,20.7,46.0,0.8,25.991,32.663,0.78
20180918_27,23.8,35.0,1.4,26.509,32.3,1.049
20180918_28,23.3,42.0,2.3,26.417,35.236,1.869
20180918_29,22.2,46.0,2.7,25.948,37.238,2.604
20180918_30,21.4,52.0,2.4,23.861,47.789,2.379
20180918_31,19.9,55.0,2.0,21.112,55.788,2.442
20180918_32,17.2,68.0,1.3,19.926,61.797,0.987
20180918_33,15.6,73.0,1.2,19.793,61.446,0.792
20180918_34,13.6,81.0,0.7,19.888,59.615,1.457
20180918_35,12.2,85.0,1.2,19.805,56.607,1.608
20180918_36,10.8,89.0,1.7,19.795,56.777,1.969
20180919_00,17.7,54.0,0.4,23.89,50.213,0.934
20180919_01,19.7,48.0,1.1,21.214,49.489,0.562
20180919_02,20.7,46.0,0.8,22.538,45.833,0.596
20180919_03,23.8,35.0,1.4,23.775,40.145,1.064
20180919_04,23.3,42.0,2.3,24.388,37.938,0.676
20180919_05,22.2,46.0,2.7,24.288,39.47,0.893
20180919_06,21.4,52.0,2.4,22.549,59.784,1.039
20180919_07,19.9,55.0,2.0,20.489,50.3,2.425
20180919_08,17.2,68.0,1.3,18.955,58.395,1.503
20180919_09,15.6,73.0,1.2,18.277,65.354,0.992
20180919_10,13.6,81.0,0.7,16.981,74.707,1.423
20180919_11,12.2,85.0,1.2,17.255,74.756,1.109
20180919_12,10.8,89.0,1.7,16.644,76.945,1.018
20180919_13,10.7,90.0,0.7,15.791,80.583,1.057
20180919_14,10.2,91.0,1.1,14.619,83.22,0.866
20180919_15,9.5,93.0,1.7,13.923,79.817,0.645
20180919_16,8.7,93.0,0.9,13.363,75.998,0.631
20180919_17,8.0,94.0,1.3,12.899,75.524,0.4
20180919_18,7.4,95.0,0.8,12.499,76.709,0.296
20180919_19,7.0,95.0,0.5,12.123,77.735,0.406
20180919_20,7.3,95.0,,14.595,77.683,0.287
20180919_21,9.2,93.0,1.5,16.555,69.828,0.516
20180919_22,12.5,80.0,1.8,19.231,60.261,1.067
20180919_23,15.4,66.0,1.2,21.074,57.853,1.616
20180919_24,19.2,51.0,0.7,22.748,53.247,2.182
20180919_25,22.2,46.0,1.7,24.583,43.678,2.537
20180919_26,24.2,41.0,3.6,25.99,33.346,2.014
20180919_27,24.4,41.0,5.7,25.814,37.458,2.435
20180919_28,24.9,45.0,4.3,25.818,36.375,2.383
20180919_29,24.1,52.0,5.5,25.618,23.697,3.516
20180919_30,23.3,53.0,5.4,23.181,33.833,2.807
20180919_31,21.5,60.0,5.5,18.135,38.235,2.323
20180919_32,20.2,64.0,3.3,15.832,38.685,1.514
20180919_33,19.4,68.0,2.6,15.495,32.445,2.349
20180919_34,17.2,74.0,1.5,14.588,32.348,2.659
20180919_35,15.1,84.0,1.5,13.468,33.754,2.665
20180919_36,14.5,86.0,1.6,12.086,36.264,1.942
20180920_00,19.2,51.0,0.7,24.043,49.397,0.675
20180920_01,22.2,46.0,1.7,21.74,45.868,0.779
20180920_02,24.2,41.0,3.6,23.7,41.278,0.922
20180920_03,24.4,41.0,5.7,25.539,34.873,1.52
20180920_04,24.9,45.0,4.3,26.687,29.028,2.125
20180920_05,24.1,52.0,5.5,26.782,25.357,1.939
20180920_06,23.3,53.0,5.4,21.998,56.47,4.112
20180920_07,21.5,60.0,5.5,19.735,62.559,3.387
20180920_08,20.2,64.0,3.3,16.97,65.564,1.747
20180920_09,19.4,68.0,2.6,16.443,56.869,2.026
20180920_10,17.2,74.0,1.5,15.863,48.877,2.624
20180920_11,15.1,84.0,1.5,14.495,38.913,2.047
20180920_12,14.5,86.0,1.6,13.097,38.409,1.657
20180920_13,13.7,89.0,1.2,12.298,37.075,1.044
20180920_14,12.8,91.0,1.7,11.582,35.863,1.847
20180920_15,11.5,92.0,1.4,10.758,34.709,2.002
20180920_16,9.9,86.0,0.7,9.974,34.767,2.344
20180920_17,8.5,85.0,1.6,9.534,32.937,2.641
20180920_18,7.5,90.0,0.7,8.757,32.885,1.956
20180920_19,6.4,89.0,0.9,8.579,31.234,2.243
20180920_20,6.3,84.0,0.6,10.37,45.606,1.26
20180920_21,10.0,73.0,1.4,13.659,28.053,1.741
20180920_22,14.4,53.0,1.1,15.719,24.722,4.633
20180920_23,19.9,26.0,2.4,16.945,21.337,5.921
20180920_24,21.2,18.0,2.6,17.797,20.187,6.975
20180920_25,22.4,15.0,4.0,18.387,22.696,6.947
20180920_26,22.1,15.0,6.4,18.403,26.758,7.719
20180920_27,22.3,17.0,5.5,18.056,28.689,7.769
20180920_28,22.5,20.0,1.1,17.891,30.357,6.955
20180920_29,22.4,19.0,4.4,17.664,32.102,6.431
20180920_30,21.0,20.0,4.9,16.692,36.34,4.768
20180920_31,18.4,25.0,2.6,12.04,48.557,2.109
20180920_32,16.9,27.0,2.6,10.717,49.252,1.203
20180920_33,16.1,28.0,0.9,10.434,48.371,1.835
20180920_34,12.5,42.0,1.2,10.22,48.223,2.319
20180920_35,10.3,53.0,1.7,9.908,47.997,2.505
20180920_36,8.8,57.0,1.1,9.515,48.661,2.876
20180921_00,21.2,18.0,2.6,21.804,30.26,4.448
20180921_01,22.4,15.0,4.0,19.995,19.1,6.556
20180921_02,22.1,15.0,6.4,20.178,20.232,6.545
20180921_03,22.3,17.0,5.5,20.123,22.179,7.298
20180921_04,22.5,20.0,1.1,19.826,25.262,6.742
20180921_05,22.4,19.0,4.4,19.374,27.757,5.996
20180921_06,21.0,20.0,4.9,18.08,33.45,4.019
20180921_07,18.4,25.0,2.6,13.392,43.965,2.115
20180921_08,16.9,27.0,2.6,11.643,46.401,0.704
20180921_09,16.1,28.0,0.9,10.818,46.895,0.749
20180921_10,12.5,42.0,1.2,10.539,45.489,1.57
20180921_11,10.3,53.0,1.7,10.195,46.333,2.028
20180921_12,8.8,57.0,1.1,9.786,46.741,1.477
20180921_13,7.4,64.0,1.0,9.348,46.344,1.882
20180921_14,6.0,73.0,1.5,9.132,44.83,2.506
20180921_15,5.0,78.0,2.2,8.764,43.678,2.636
20180921_16,4.4,79.0,1.2,8.342,44.34,2.766
20180921_17,3.8,82.0,2.7,8.206,44.911,2.96
20180921_18,3.1,85.0,1.9,8.173,45.633,2.97
20180921_19,2.7,86.0,1.0,8.047,47.101,3.143
20180921_20,4.1,81.0,0.9,10.549,45.735,3.867
20180921_21,9.2,60.0,1.5,12.68,41.421,4.976
20180921_22,16.9,24.0,3.7,14.108,38.572,4.289
20180921_23,18.1,24.0,5.7,15.388,36.325,3.818
20180921_24,18.7,21.0,6.9,16.205,33.878,3.637
20180921_25,20.2,24.0,2.4,17.073,32.357,3.966
20180921_26,21.6,21.0,6.0,17.656,31.521,4.333
20180921_27,22.4,18.0,5.3,17.683,32.1,4.741
20180921_28,21.9,17.0,3.9,17.607,32.387,5.182
20180921_29,22.0,17.0,4.5,17.277,32.249,5.243
20180921_30,20.8,20.0,2.9,16.275,37.721,3.063
20180921_31,18.4,22.0,1.7,11.702,46.827,2.319
20180921_32,16.8,24.0,1.3,10.63,45.877,2.233
20180921_33,15.7,25.0,1.3,10.366,44.706,2.547
20180921_34,12.9,33.0,0.6,9.19,48.036,2.305
20180921_35,10.1,43.0,3.4,8.44,49.663,0.555
20180921_36,8.1,53.0,1.2,8.495,49.344,0.406
20180922_00,18.7,21.0,6.9,20.786,33.66,3.508
20180922_01,20.2,24.0,2.4,19.004,24.175,5.598
20180922_02,21.6,21.0,6.0,19.581,23.588,5.474
20180922_03,22.4,18.0,5.3,19.57,23.524,5.942
20180922_04,21.9,17.0,3.9,19.346,24.257,5.611
20180922_05,22.0,17.0,4.5,18.778,25.638,5.534
20180922_06,20.8,20.0,2.9,17.425,30.923,3.923
20180922_07,18.4,22.0,1.7,12.234,41.715,2.531
20180922_08,16.8,24.0,1.3,10.914,40.651,2.579
20180922_09,15.7,25.0,1.3,10.092,39.96,1.935
20180922_10,12.9,33.0,0.6,9.552,40.676,2.416
20180922_11,10.1,43.0,3.4,9.054,41.849,2.669
20180922_12,8.1,53.0,1.2,7.562,46.496,1.828
20180922_13,6.5,62.0,1.2,7.155,47.154,0.939
20180922_14,5.2,67.0,0.8,7.013,47.025,0.642
20180922_15,4.2,72.0,2.6,7.403,45.263,2.593
20180922_16,3.5,73.0,2.6,7.079,47.533,2.474
20180922_17,2.8,77.0,1.9,8.58,45.951,3.329
20180922_18,1.9,81.0,3.0,10.526,45.242,4.527
20180922_19,1.8,79.0,1.7,9.386,51.853,3.736
20180922_20,4.3,71.0,1.4,9.936,62.853,2.115
20180922_21,8.5,55.0,2.5,14.942,45.223,3.215
20180922_22,15.3,41.0,3.6,16.684,39.578,4.18
20180922_23,17.3,33.0,2.2,17.625,37.72,4.838
20180922_24,18.2,35.0,6.1,18.244,35.855,6.249
20180922_25,19.2,34.0,5.2,18.639,35.04,6.135
20180922_26,21.4,30.0,2.2,18.9,34.685,5.714
20180922_27,20.0,31.0,1.1,19.249,34.219,5.595
20180922_28,19.6,31.0,3.0,19.009,35.212,5.188
20180922_29,19.3,33.0,2.7,18.596,37.254,4.601
20180922_30,18.3,33.0,2.6,17.177,43.567,3.481
20180922_31,17.7,33.0,3.0,12.412,55.729,2.5
20180922_32,16.4,35.0,1.7,11.198,57.648,1.752
20180922_33,13.6,45.0,1.6,10.437,59.589,0.909
20180922_34,9.9,62.0,0.9,10.422,57.35,1.96
20180922_35,8.6,66.0,1.8,10.435,54.299,2.691
20180922_36,7.3,73.0,0.9,9.565,56.854,2.115
20180923_00,18.2,35.0,6.1,20.568,41.519,4.585
20180923_01,19.2,34.0,5.2,17.809,37.205,4.35
20180923_02,21.4,30.0,2.2,17.9,37.321,4.069
20180923_03,20.0,31.0,1.1,17.958,36.162,5.174
20180923_04,19.6,31.0,3.0,18.455,35.226,5.429
